[Mon Apr 20 03:55:42 PM EDT 2026] GPU=1 model=phi_4_mini_reasoning dataset=arc_challenge strategy=zero_shot max_new_tokens=256

--- model=phi_4_mini_reasoning dataset=arc_challenge strategy=zero_shot n=500 ---
[373/500] sample_id=852 correct=0 latency=4.029s tokens=256 tps=63.54
[374/500] sample_id=853 correct=0 latency=4.024s tokens=256 tps=63.62
[375/500] sample_id=854 correct=0 latency=4.044s tokens=256 tps=63.31
[376/500] sample_id=857 correct=0 latency=4.051s tokens=256 tps=63.20
[377/500] sample_id=858 correct=0 latency=4.031s tokens=256 tps=63.50
[378/500] sample_id=860 correct=0 latency=4.039s tokens=256 tps=63.38
[379/500] sample_id=862 correct=0 latency=4.046s tokens=256 tps=63.28
[380/500] sample_id=863 correct=0 latency=4.041s tokens=256 tps=63.34
[381/500] sample_id=866 correct=0 latency=4.025s tokens=256 tps=63.61
[382/500] sample_id=868 correct=1 latency=4.062s tokens=256 tps=63.02
[383/500] sample_id=872 correct=0 latency=4.060s tokens=256 tps=63.05
[384/500] sample_id=873 correct=0 latency=4.044s tokens=256 tps=63.30
[385/500] sample_id=874 correct=1 latency=4.051s tokens=256 tps=63.20
[386/500] sample_id=875 correct=1 latency=4.062s tokens=256 tps=63.02
[387/500] sample_id=878 correct=0 latency=4.060s tokens=256 tps=63.06
[388/500] sample_id=879 correct=0 latency=4.043s tokens=256 tps=63.32
[389/500] sample_id=886 correct=0 latency=4.050s tokens=256 tps=63.21
[390/500] sample_id=887 correct=0 latency=4.050s tokens=256 tps=63.21
[391/500] sample_id=891 correct=1 latency=4.042s tokens=256 tps=63.34
[392/500] sample_id=892 correct=0 latency=4.042s tokens=256 tps=63.33
[393/500] sample_id=896 correct=1 latency=4.029s tokens=256 tps=63.55
[394/500] sample_id=898 correct=1 latency=4.044s tokens=256 tps=63.30
[395/500] sample_id=899 correct=1 latency=4.054s tokens=256 tps=63.16
[396/500] sample_id=900 correct=0 latency=4.044s tokens=256 tps=63.31
[397/500] sample_id=901 correct=0 latency=4.047s tokens=256 tps=63.26
[398/500] sample_id=906 correct=0 latency=4.043s tokens=256 tps=63.32
[399/500] sample_id=911 correct=0 latency=4.059s tokens=256 tps=63.08
[400/500] sample_id=912 correct=1 latency=4.060s tokens=256 tps=63.05
[401/500] sample_id=914 correct=0 latency=4.058s tokens=256 tps=63.08
[402/500] sample_id=916 correct=0 latency=4.065s tokens=256 tps=62.98
[403/500] sample_id=917 correct=1 latency=4.056s tokens=256 tps=63.12
[404/500] sample_id=920 correct=1 latency=4.054s tokens=256 tps=63.15
[405/500] sample_id=925 correct=0 latency=4.067s tokens=256 tps=62.95
[406/500] sample_id=930 correct=0 latency=4.063s tokens=256 tps=63.01
[407/500] sample_id=937 correct=0 latency=4.067s tokens=256 tps=62.94
[408/500] sample_id=938 correct=0 latency=4.059s tokens=256 tps=63.07
[409/500] sample_id=947 correct=0 latency=4.035s tokens=256 tps=63.45
[410/500] sample_id=948 correct=0 latency=4.033s tokens=256 tps=63.48
[411/500] sample_id=950 correct=0 latency=4.059s tokens=256 tps=63.07
[412/500] sample_id=954 correct=0 latency=4.049s tokens=256 tps=63.23
[413/500] sample_id=955 correct=0 latency=4.046s tokens=256 tps=63.27
[414/500] sample_id=956 correct=0 latency=4.046s tokens=256 tps=63.28
[415/500] sample_id=959 correct=1 latency=4.040s tokens=256 tps=63.36
[416/500] sample_id=962 correct=0 latency=4.047s tokens=256 tps=63.26
[417/500] sample_id=965 correct=0 latency=4.053s tokens=256 tps=63.17
[418/500] sample_id=966 correct=0 latency=4.054s tokens=256 tps=63.15
[419/500] sample_id=968 correct=0 latency=4.049s tokens=256 tps=63.22
[420/500] sample_id=970 correct=1 latency=4.051s tokens=256 tps=63.19
[421/500] sample_id=975 correct=0 latency=4.049s tokens=256 tps=63.22
[422/500] sample_id=976 correct=0 latency=4.053s tokens=256 tps=63.16
[423/500] sample_id=977 correct=0 latency=4.043s tokens=256 tps=63.32
[424/500] sample_id=980 correct=0 latency=4.056s tokens=256 tps=63.12
[425/500] sample_id=981 correct=0 latency=4.065s tokens=256 tps=62.98
[426/500] sample_id=983 correct=0 latency=4.053s tokens=256 tps=63.17
[427/500] sample_id=986 correct=0 latency=4.026s tokens=256 tps=63.59
[428/500] sample_id=988 correct=0 latency=4.032s tokens=256 tps=63.50
[429/500] sample_id=990 correct=0 latency=4.060s tokens=256 tps=63.05
[430/500] sample_id=991 correct=0 latency=4.026s tokens=256 tps=63.59
[431/500] sample_id=994 correct=0 latency=4.058s tokens=256 tps=63.09
[432/500] sample_id=999 correct=1 latency=4.056s tokens=256 tps=63.12
[433/500] sample_id=1001 correct=0 latency=4.060s tokens=256 tps=63.06
[434/500] sample_id=1004 correct=0 latency=4.070s tokens=256 tps=62.90
[435/500] sample_id=1005 correct=0 latency=4.034s tokens=256 tps=63.46
[436/500] sample_id=1008 correct=1 latency=4.056s tokens=256 tps=63.11
[437/500] sample_id=1009 correct=0 latency=4.047s tokens=256 tps=63.26
[438/500] sample_id=1011 correct=1 latency=4.043s tokens=256 tps=63.33
[439/500] sample_id=1012 correct=1 latency=4.047s tokens=256 tps=63.25
[440/500] sample_id=1013 correct=1 latency=4.031s tokens=256 tps=63.50
[441/500] sample_id=1016 correct=0 latency=4.044s tokens=256 tps=63.30
[442/500] sample_id=1021 correct=0 latency=4.055s tokens=256 tps=63.13
[443/500] sample_id=1028 correct=0 latency=4.053s tokens=256 tps=63.17
[444/500] sample_id=1029 correct=0 latency=4.037s tokens=256 tps=63.42
[445/500] sample_id=1031 correct=1 latency=4.027s tokens=256 tps=63.57
[446/500] sample_id=1033 correct=0 latency=4.028s tokens=256 tps=63.56
[447/500] sample_id=1036 correct=0 latency=4.054s tokens=256 tps=63.14
[448/500] sample_id=1038 correct=0 latency=4.047s tokens=256 tps=63.26
[449/500] sample_id=1041 correct=0 latency=4.055s tokens=256 tps=63.13
[450/500] sample_id=1044 correct=1 latency=4.028s tokens=256 tps=63.55
[451/500] sample_id=1045 correct=0 latency=4.062s tokens=256 tps=63.02
[452/500] sample_id=1047 correct=0 latency=4.071s tokens=256 tps=62.89
[453/500] sample_id=1049 correct=0 latency=4.044s tokens=256 tps=63.30
[454/500] sample_id=1050 correct=0 latency=4.047s tokens=256 tps=63.26
[455/500] sample_id=1051 correct=0 latency=4.066s tokens=256 tps=62.96
[456/500] sample_id=1053 correct=1 latency=4.058s tokens=256 tps=63.08
[457/500] sample_id=1056 correct=1 latency=4.045s tokens=256 tps=63.30
[458/500] sample_id=1058 correct=1 latency=4.048s tokens=256 tps=63.25
[459/500] sample_id=1059 correct=0 latency=4.075s tokens=256 tps=62.82
[460/500] sample_id=1061 correct=1 latency=4.053s tokens=256 tps=63.17
[461/500] sample_id=1064 correct=0 latency=4.057s tokens=256 tps=63.10
[462/500] sample_id=1065 correct=0 latency=4.052s tokens=256 tps=63.18
[463/500] sample_id=1073 correct=1 latency=4.037s tokens=256 tps=63.41
[464/500] sample_id=1074 correct=0 latency=4.068s tokens=256 tps=62.93
[465/500] sample_id=1076 correct=0 latency=4.045s tokens=256 tps=63.29
[466/500] sample_id=1077 correct=0 latency=4.056s tokens=256 tps=63.12
[467/500] sample_id=1078 correct=0 latency=4.073s tokens=256 tps=62.86
[468/500] sample_id=1079 correct=0 latency=4.068s tokens=256 tps=62.92
[469/500] sample_id=1080 correct=1 latency=4.060s tokens=256 tps=63.06
[470/500] sample_id=1081 correct=0 latency=4.062s tokens=256 tps=63.02
[471/500] sample_id=1101 correct=0 latency=4.072s tokens=256 tps=62.87
[472/500] sample_id=1102 correct=0 latency=4.058s tokens=256 tps=63.09
[473/500] sample_id=1104 correct=0 latency=4.065s tokens=256 tps=62.98
[474/500] sample_id=1105 correct=0 latency=4.065s tokens=256 tps=62.98
[475/500] sample_id=1106 correct=0 latency=4.062s tokens=256 tps=63.03
[476/500] sample_id=1107 correct=0 latency=4.052s tokens=256 tps=63.19
[477/500] sample_id=1110 correct=0 latency=4.052s tokens=256 tps=63.19
[478/500] sample_id=1111 correct=0 latency=4.070s tokens=256 tps=62.89
[479/500] sample_id=1112 correct=0 latency=4.060s tokens=256 tps=63.05
[480/500] sample_id=1114 correct=0 latency=4.037s tokens=256 tps=63.41
[481/500] sample_id=1117 correct=0 latency=4.045s tokens=256 tps=63.29
[482/500] sample_id=1122 correct=1 latency=4.059s tokens=256 tps=63.06
[483/500] sample_id=1126 correct=1 latency=4.047s tokens=256 tps=63.26
[484/500] sample_id=1128 correct=1 latency=4.049s tokens=256 tps=63.22
[485/500] sample_id=1130 correct=1 latency=4.062s tokens=256 tps=63.02
[486/500] sample_id=1132 correct=0 latency=4.057s tokens=256 tps=63.10
[487/500] sample_id=1134 correct=0 latency=4.035s tokens=256 tps=63.45
[488/500] sample_id=1136 correct=0 latency=4.043s tokens=256 tps=63.31
[489/500] sample_id=1138 correct=0 latency=4.057s tokens=256 tps=63.11
[490/500] sample_id=1142 correct=0 latency=4.050s tokens=256 tps=63.21
[491/500] sample_id=1146 correct=0 latency=4.072s tokens=256 tps=62.87
[492/500] sample_id=1147 correct=0 latency=4.064s tokens=256 tps=62.99
[493/500] sample_id=1150 correct=0 latency=4.056s tokens=256 tps=63.12
[494/500] sample_id=1154 correct=0 latency=4.064s tokens=256 tps=62.99
[495/500] sample_id=1155 correct=0 latency=4.063s tokens=256 tps=63.00
[496/500] sample_id=1156 correct=1 latency=4.058s tokens=256 tps=63.08
[497/500] sample_id=1158 correct=1 latency=4.051s tokens=256 tps=63.20
[498/500] sample_id=1159 correct=1 latency=4.060s tokens=256 tps=63.05
[499/500] sample_id=1160 correct=0 latency=4.036s tokens=256 tps=63.43
[500/500] sample_id=1167 correct=1 latency=4.035s tokens=256 tps=63.45
Saved: /home/manikm/llm-pareto-2026/results/raw/journal_full500_v1__phi_4_mini_reasoning__arc_challenge__zero_shot__n500.csv
Saved combined: /home/manikm/llm-pareto-2026/results/raw/journal_full500_v1__phi_4_mini_reasoning__ALL_RUNS__n500.csv
[Mon Apr 20 04:29:41 PM EDT 2026] GPU=6 model=phi_4_mini_reasoning dataset=arc_challenge strategy=cot max_new_tokens=256

--- model=phi_4_mini_reasoning dataset=arc_challenge strategy=cot n=500 ---
[1/500] sample_id=4 correct=0 latency=4.517s tokens=256 tps=56.68
[2/500] sample_id=10 correct=0 latency=4.076s tokens=256 tps=62.81
[3/500] sample_id=11 correct=1 latency=4.072s tokens=256 tps=62.87
[4/500] sample_id=12 correct=0 latency=4.074s tokens=256 tps=62.85
[5/500] sample_id=14 correct=0 latency=4.062s tokens=256 tps=63.03
[6/500] sample_id=16 correct=0 latency=4.070s tokens=256 tps=62.90
[7/500] sample_id=17 correct=0 latency=4.068s tokens=256 tps=62.93
[8/500] sample_id=18 correct=1 latency=4.070s tokens=256 tps=62.90
[9/500] sample_id=19 correct=0 latency=4.070s tokens=256 tps=62.90
[10/500] sample_id=22 correct=1 latency=4.060s tokens=256 tps=63.05
[11/500] sample_id=26 correct=0 latency=4.068s tokens=256 tps=62.94
[12/500] sample_id=30 correct=0 latency=4.067s tokens=256 tps=62.95
[13/500] sample_id=31 correct=0 latency=4.069s tokens=256 tps=62.91
[14/500] sample_id=33 correct=0 latency=4.068s tokens=256 tps=62.93
[15/500] sample_id=34 correct=0 latency=4.025s tokens=256 tps=63.60
[16/500] sample_id=35 correct=1 latency=4.031s tokens=256 tps=63.50
[17/500] sample_id=37 correct=0 latency=4.070s tokens=256 tps=62.90
[18/500] sample_id=38 correct=0 latency=4.065s tokens=256 tps=62.97
[19/500] sample_id=41 correct=1 latency=4.035s tokens=256 tps=63.45
[20/500] sample_id=43 correct=0 latency=4.035s tokens=256 tps=63.44
[21/500] sample_id=44 correct=0 latency=4.051s tokens=256 tps=63.20
[22/500] sample_id=46 correct=0 latency=4.048s tokens=256 tps=63.24
[23/500] sample_id=48 correct=0 latency=4.065s tokens=256 tps=62.98
[24/500] sample_id=49 correct=1 latency=4.072s tokens=256 tps=62.87
[25/500] sample_id=50 correct=0 latency=4.076s tokens=256 tps=62.81
[26/500] sample_id=53 correct=0 latency=4.070s tokens=256 tps=62.90
[27/500] sample_id=56 correct=0 latency=4.076s tokens=256 tps=62.81
[28/500] sample_id=57 correct=1 latency=4.070s tokens=256 tps=62.89
[29/500] sample_id=64 correct=0 latency=4.075s tokens=256 tps=62.82
[30/500] sample_id=66 correct=1 latency=4.068s tokens=256 tps=62.93
[31/500] sample_id=67 correct=0 latency=4.070s tokens=256 tps=62.90
[32/500] sample_id=68 correct=0 latency=4.065s tokens=256 tps=62.98
[33/500] sample_id=73 correct=0 latency=4.037s tokens=256 tps=63.42
[34/500] sample_id=76 correct=0 latency=4.041s tokens=256 tps=63.35
[35/500] sample_id=78 correct=0 latency=4.037s tokens=256 tps=63.41
[36/500] sample_id=80 correct=0 latency=4.032s tokens=256 tps=63.50
[37/500] sample_id=81 correct=0 latency=4.042s tokens=256 tps=63.34
[38/500] sample_id=84 correct=0 latency=4.040s tokens=256 tps=63.36
[39/500] sample_id=87 correct=0 latency=4.049s tokens=256 tps=63.23
[40/500] sample_id=89 correct=0 latency=4.041s tokens=256 tps=63.35
[41/500] sample_id=90 correct=1 latency=4.052s tokens=256 tps=63.18
[42/500] sample_id=91 correct=0 latency=4.066s tokens=256 tps=62.96
[43/500] sample_id=92 correct=0 latency=4.062s tokens=256 tps=63.02
[44/500] sample_id=97 correct=0 latency=4.063s tokens=256 tps=63.01
[45/500] sample_id=98 correct=0 latency=4.065s tokens=256 tps=62.97
[46/500] sample_id=101 correct=0 latency=4.061s tokens=256 tps=63.05
[47/500] sample_id=103 correct=0 latency=4.066s tokens=256 tps=62.97
[48/500] sample_id=104 correct=0 latency=4.061s tokens=256 tps=63.03
[49/500] sample_id=107 correct=0 latency=4.065s tokens=256 tps=62.98
[50/500] sample_id=112 correct=1 latency=4.063s tokens=256 tps=63.02
[51/500] sample_id=113 correct=1 latency=4.025s tokens=256 tps=63.61
[52/500] sample_id=115 correct=0 latency=4.026s tokens=256 tps=63.59
[53/500] sample_id=116 correct=0 latency=4.018s tokens=256 tps=63.71
[54/500] sample_id=117 correct=0 latency=4.054s tokens=256 tps=63.15
[55/500] sample_id=119 correct=0 latency=4.065s tokens=256 tps=62.97
[56/500] sample_id=120 correct=1 latency=4.070s tokens=256 tps=62.89
[57/500] sample_id=121 correct=1 latency=4.067s tokens=256 tps=62.95
[58/500] sample_id=125 correct=0 latency=4.065s tokens=256 tps=62.98
[59/500] sample_id=126 correct=1 latency=4.063s tokens=256 tps=63.01
[60/500] sample_id=128 correct=0 latency=4.055s tokens=256 tps=63.14
[61/500] sample_id=129 correct=0 latency=4.065s tokens=256 tps=62.97
[62/500] sample_id=131 correct=0 latency=4.067s tokens=256 tps=62.95
[63/500] sample_id=132 correct=0 latency=4.059s tokens=256 tps=63.07
[64/500] sample_id=139 correct=0 latency=4.063s tokens=256 tps=63.01
[65/500] sample_id=140 correct=0 latency=4.070s tokens=256 tps=62.89
[66/500] sample_id=144 correct=1 latency=4.068s tokens=256 tps=62.93
[67/500] sample_id=145 correct=0 latency=4.068s tokens=256 tps=62.94
[68/500] sample_id=147 correct=1 latency=4.042s tokens=256 tps=63.33
[69/500] sample_id=148 correct=0 latency=4.030s tokens=256 tps=63.53
[70/500] sample_id=149 correct=1 latency=4.027s tokens=256 tps=63.57
[71/500] sample_id=153 correct=0 latency=4.041s tokens=256 tps=63.35
[72/500] sample_id=155 correct=0 latency=4.036s tokens=256 tps=63.42
[73/500] sample_id=157 correct=0 latency=4.044s tokens=256 tps=63.30
[74/500] sample_id=160 correct=1 latency=4.065s tokens=256 tps=62.98
[75/500] sample_id=164 correct=1 latency=4.057s tokens=256 tps=63.10
[76/500] sample_id=171 correct=0 latency=4.063s tokens=256 tps=63.01
[77/500] sample_id=174 correct=0 latency=4.059s tokens=256 tps=63.07
[78/500] sample_id=176 correct=1 latency=4.043s tokens=256 tps=63.32
[79/500] sample_id=177 correct=1 latency=4.031s tokens=256 tps=63.51
[80/500] sample_id=179 correct=0 latency=4.019s tokens=256 tps=63.70
[81/500] sample_id=184 correct=1 latency=4.032s tokens=256 tps=63.50
[82/500] sample_id=185 correct=0 latency=4.032s tokens=256 tps=63.50
[83/500] sample_id=188 correct=1 latency=4.028s tokens=256 tps=63.56
[84/500] sample_id=192 correct=1 latency=4.039s tokens=256 tps=63.38
[85/500] sample_id=193 correct=0 latency=4.048s tokens=256 tps=63.25
[86/500] sample_id=195 correct=1 latency=4.037s tokens=256 tps=63.41
[87/500] sample_id=200 correct=0 latency=4.025s tokens=256 tps=63.61
[88/500] sample_id=202 correct=1 latency=4.017s tokens=256 tps=63.73
[89/500] sample_id=207 correct=0 latency=4.026s tokens=256 tps=63.59
[90/500] sample_id=210 correct=0 latency=4.020s tokens=256 tps=63.68
[91/500] sample_id=212 correct=0 latency=4.051s tokens=256 tps=63.19
[92/500] sample_id=213 correct=0 latency=4.062s tokens=256 tps=63.02
[93/500] sample_id=214 correct=0 latency=4.063s tokens=256 tps=63.00
[94/500] sample_id=220 correct=1 latency=4.060s tokens=256 tps=63.05
[95/500] sample_id=221 correct=0 latency=4.065s tokens=256 tps=62.98
[96/500] sample_id=223 correct=1 latency=4.064s tokens=256 tps=63.00
[97/500] sample_id=226 correct=0 latency=4.063s tokens=256 tps=63.01
[98/500] sample_id=231 correct=0 latency=4.070s tokens=256 tps=62.90
[99/500] sample_id=237 correct=0 latency=4.061s tokens=256 tps=63.04
[100/500] sample_id=238 correct=0 latency=4.060s tokens=256 tps=63.05
[101/500] sample_id=239 correct=1 latency=4.062s tokens=256 tps=63.03
[102/500] sample_id=241 correct=0 latency=4.066s tokens=256 tps=62.96
[103/500] sample_id=245 correct=0 latency=4.062s tokens=256 tps=63.03
[104/500] sample_id=246 correct=1 latency=4.061s tokens=256 tps=63.04
[105/500] sample_id=247 correct=0 latency=4.063s tokens=256 tps=63.01
[106/500] sample_id=251 correct=0 latency=4.032s tokens=256 tps=63.50
[107/500] sample_id=256 correct=0 latency=4.015s tokens=256 tps=63.75
[108/500] sample_id=258 correct=0 latency=4.017s tokens=256 tps=63.73
[109/500] sample_id=259 correct=1 latency=4.017s tokens=256 tps=63.73
[110/500] sample_id=261 correct=0 latency=4.019s tokens=256 tps=63.69
[111/500] sample_id=263 correct=0 latency=4.044s tokens=256 tps=63.30
[112/500] sample_id=264 correct=0 latency=4.027s tokens=256 tps=63.57
[113/500] sample_id=269 correct=0 latency=4.049s tokens=256 tps=63.22
[114/500] sample_id=272 correct=0 latency=4.057s tokens=256 tps=63.10
[115/500] sample_id=274 correct=0 latency=4.053s tokens=256 tps=63.16
[116/500] sample_id=275 correct=0 latency=4.063s tokens=256 tps=63.01
[117/500] sample_id=276 correct=1 latency=4.056s tokens=256 tps=63.12
[118/500] sample_id=277 correct=0 latency=4.059s tokens=256 tps=63.07
[119/500] sample_id=280 correct=0 latency=4.064s tokens=256 tps=62.99
[120/500] sample_id=282 correct=1 latency=4.062s tokens=256 tps=63.03
[121/500] sample_id=284 correct=0 latency=4.064s tokens=256 tps=62.99
[122/500] sample_id=286 correct=0 latency=4.053s tokens=256 tps=63.16
[123/500] sample_id=287 correct=0 latency=4.058s tokens=256 tps=63.09
[124/500] sample_id=289 correct=0 latency=4.055s tokens=256 tps=63.13
[125/500] sample_id=294 correct=0 latency=4.025s tokens=256 tps=63.61
[126/500] sample_id=295 correct=0 latency=4.011s tokens=256 tps=63.82
[127/500] sample_id=296 correct=0 latency=4.012s tokens=256 tps=63.80
[128/500] sample_id=297 correct=0 latency=4.017s tokens=256 tps=63.74
[129/500] sample_id=298 correct=0 latency=4.022s tokens=256 tps=63.65
[130/500] sample_id=299 correct=1 latency=4.025s tokens=256 tps=63.60
[131/500] sample_id=300 correct=0 latency=4.045s tokens=256 tps=63.29
[132/500] sample_id=301 correct=0 latency=4.046s tokens=256 tps=63.27
[133/500] sample_id=304 correct=1 latency=4.055s tokens=256 tps=63.13
[134/500] sample_id=310 correct=0 latency=4.059s tokens=256 tps=63.08
[135/500] sample_id=314 correct=0 latency=4.055s tokens=256 tps=63.13
[136/500] sample_id=320 correct=1 latency=4.063s tokens=256 tps=63.01
[137/500] sample_id=322 correct=1 latency=4.058s tokens=256 tps=63.08
[138/500] sample_id=325 correct=0 latency=4.062s tokens=256 tps=63.02
[139/500] sample_id=328 correct=1 latency=4.054s tokens=256 tps=63.15
